,full_text_id,segment,arg_comp,sem_type,arg_comp_correct,sem_type_correct
863,6,"but as I started to point out, the only purpose for the dividing of this district was race",claim,evaluation-rational,,
864,6,"Well, and at this point it would be moot, except for the extension of terms,",NA,NA,,
865,6,because the court was obviously uncomfortable with its remedy in the first place,premise,logos-pathos,,
866,6,"No, it would,",NA,NA,,
867,6,because the court has extended the terms,premise,logos-pathos,,
868,6,"But the court--
--Well, when the Court held its hearing on Miller, that was the question it wanted to address--
--Well, that's true, Your Honor, although in the meantime the results of that unconstitutional--
--Yes",NA,NA,,
869,6,"But on the same token, on these facts this Court it seems to me could very quickly and easily find that under Miller, that--
--Well--
--Well, actually, I did submit a map which shows that there's no--
--Well, the principal reason that you know Miller should annul this interim remedy of December '94 is the point made by Justice O'Connor that no substantive harm to voting rights has been established, so any remedy that brings race in at all, any remedy at all is inappropriate in this Court",NA,NA,,
870,6,"Well, that's",NA,NA,,
871,6,"it would be a very different case if this were in the district court and if retrogression, a substantive violation had been determined",claim,evaluation-rational,,
872,6,Then the Court would have options,claim,evaluation-rational,,
873,6,"Well, it's correct that it hasn't yet gotten to any court in which substantive harm can be determined",claim,evaluation-rational,,
874,6,Thank you,NA,NA,,
875,7,Mr,NA,NA,,
876,7,"Chief Justice, and may it please the Court:
I represent Petitioner J",premise,pathos,,
877,7,Truett Payne Company,premise,logos,,
878,7,"We filed this secondary line Robinson-Patman Act price discrimination case, resulted in a verdict and judgment in favor of the petitioner",premise,pathos,,
879,7,"After a motion for judgment notwithstanding verdict was denied, in the 5th Circuit it was appealed and the 5th Circuit reversed on the grounds that the plaintiff, petitioner in this instance, must prove the specific lost sales or lost profits",premise,logos,,
880,7,And that is the only method of proving the fact of the injury,premise,logos,,
881,7,"And a second and underlying factor in the reversal was that the petitioner failed to prove a reasonable estimate of the amount of the price discrimination or damage and that the actual amount of the discrimination was not sufficient by which the court could estimate the damage, or by which the jury could estimate the damage",claim,evaluation-rational,,
882,7,"This Court is faced with the damage issues under the Robinson-Patman Act and Section 4 of the Clayton Act, which bring into focus the 5th Circuit's requirement of a plaintiff proving specific lost profits or lost sales as the only means of recovering under the Robinson-Patman Act, and whether or not that requirement imposes an inflated standard of proof thereby effectively denying private attorney generals the ability to enforce the Act and recover for a wrong; and secondly, whether or not the amount of the price differential is sufficient evidence to give a reasonable and proper estimate of the amount of the damage",premise,logos,,
883,7,The 5th Circuit in its opinion misconstrues not only the law,claim,evaluation-rational,,
884,7,but I believe in misconstruing the law underlying the problem was misconstruing Payne's position,NA,NA,,
885,7,"It stated that Payne claimed that in a total vacuum price discrimination alone was sufficient to give rise to an injury under Section 4 of the Act, of the Clayton Act",premise,logos,,
886,7,"And I submit that that is the basis upon which the court totally ignored this Court's findings and holdings in Bruce's Juices case, in 1947, and the FTC v",premise,logos,,
887,7,Morton Salt case in 1948,premise,logos,,
888,7,Mr,NA,NA,,
889,7,"Justice Rehnquist, I would say that if price discrimination alone with absolutely no other evidence is the only evidence before the Court, then I would say that that's true; that price discrimination in a vacuum cannot be found to cause injury",premise,logos-pathos,,
890,7,I think you have got to go farther,claim,interpretation,,
891,7,I would not mind that finding,claim,evaluation-rational,,
892,7,"But I would submit to Your Honor, Mr",NA,NA,,
893,7,"Justice White, that in this case there was substantial corroborating evidence supporting an inference of injury resulting from substantial price discrimination taking place, occurring in a market where there was keen competition and in the face of tight profit margins, and where the substantial price discrimination could have been reflected in the retail sales price",premise,logos-pathos,,
894,7,"Now, under those circumstances the 5th Circuit didn't address that, it just said, the only way that you could prove injury is to show proof of lost sales and lost profits,",premise,logos,,
895,7,"but under the circumstances in this case the jury, the fact finder, whether it be a jury or a court, could have inferred injury from the existence of those factors, plus the price discrimination itself",NA,NA,,
896,7,"So, in answer to your question, I think that this Court need not address whether or not price discrimination standing alone in a vacuum gives rise to injury or competitive injury",claim,evaluation-rational,,
897,7,Because the facts of this case show a substantial supporting,premise,logos-pathos,,
898,7,"substantial corroborating evidence supporting not only the proof of actual competitive injury, not just a finding of a likelihood or probability of injury,",premise,logos,,
899,7,"but testimony that competition itself was harmed, and support an inference that would support the jury's finding which could give rise to an inference of damage to the disfavored purchaser",premise,logos-pathos,,
900,7,Under the,NA,NA,,
901,7,"no other rebutting evidence whatsoever, yes, Mr",NA,NA,,
902,7,"Justice Rehnquist, I do",NA,NA,,
903,7,"Because that would then be a case where you would have price discrimination, not in a vacuum,",premise,logos,,
904,7,but disregarding Mr,NA,NA,,
905,7,"Payne's testimony, which the 5th Circuit discounts by saying that this is a conclusion of one of the injured parties, I still say that it is corroborating evidence which put together with the vast amount of other corroborating evidence would permit at least, at the very least, the jury to determine the fact of whether or not there was damage",premise,logos,,
